# timestamp , source voltage , measured current , status , source status 
1620066528.011879 0.000000e+00 -4.515398e-11 256 128 
1620066528.073760 0.000000e+00 -1.973271e-11 0 128 
1620066528.135621 0.000000e+00 -5.595428e-11 0 128 
1620066528.197493 0.000000e+00 -4.161778e-11 0 128 
1620066528.259364 0.000000e+00 -4.155971e-11 0 128 
1620066528.321243 0.000000e+00 -3.485308e-11 0 128 
1620066528.383127 0.000000e+00 -6.158669e-11 0 128 
1620066528.445003 0.000000e+00 -4.346431e-11 0 128 
1620066528.506875 0.000000e+00 -2.849489e-11 0 128 
1620066529.531210 1.000000e-01 -3.402275e-11 256 128 
1620066529.593085 1.000000e-01 -5.071090e-11 0 128 
1620066529.654964 1.000000e-01 -5.265614e-11 0 128 
1620066529.716836 1.000000e-01 -4.179199e-11 0 128 
1620066529.778711 1.000000e-01 -4.645467e-11 0 128 
1620066529.840577 1.000000e-01 -5.326581e-11 0 128 
1620066529.902435 1.000000e-01 -4.533982e-11 0 128 
1620066529.964311 1.000000e-01 -3.012653e-11 0 128 
1620066530.026189 1.000000e-01 -3.337821e-11 0 128 
1620066531.050511 2.000000e-01 -2.548123e-11 256 128 
1620066531.112385 2.000000e-01 -2.094630e-11 0 128 
1620066531.174264 2.000000e-01 -3.492276e-11 0 128 
1620066531.236126 2.000000e-01 -1.582486e-11 0 128 
1620066531.297992 2.000000e-01 -1.605132e-11 0 128 
1620066531.359863 2.000000e-01 -8.984685e-12 0 128 
1620066531.421724 2.000000e-01 -4.545015e-11 0 128 
1620066531.483583 2.000000e-01 -2.307150e-11 0 128 
1620066531.545451 2.000000e-01 -2.520254e-11 0 128 
1620066532.569792 3.000000e-01 2.832960e-10 256 128 
1620066532.631663 3.000000e-01 2.792554e-10 0 128 
1620066532.693525 3.000000e-01 2.799521e-10 0 128 
1620066532.755391 3.000000e-01 2.751509e-10 0 128 
1620066532.817272 3.000000e-01 2.792207e-10 0 128 
1620066532.879144 3.000000e-01 2.868200e-10 0 128 
1620066532.941010 3.000000e-01 2.871509e-10 0 128 
1620066533.002875 3.000000e-01 2.931771e-10 0 128 
1620066533.064743 3.000000e-01 3.062918e-10 0 128 
1620066534.089090 4.000000e-01 5.208635e-09 256 128 
1620066534.150951 4.000000e-01 5.215776e-09 0 128 
1620066534.212817 4.000000e-01 5.228828e-09 0 128 
1620066534.274692 4.000000e-01 5.232559e-09 0 128 
1620066534.336572 4.000000e-01 5.211485e-09 0 128 
1620066534.398449 4.000000e-01 5.224967e-09 0 128 
1620066534.460327 4.000000e-01 5.220866e-09 0 128 
1620066534.522204 4.000000e-01 5.210207e-09 0 128 
1620066534.584077 4.000000e-01 5.217871e-09 0 128 
1620066536.173372 5.000000e-01 1.110965e-07 256 128 
1620066536.235250 5.000000e-01 1.110292e-07 0 128 
1620066536.297120 5.000000e-01 1.110856e-07 0 128 
1620066536.358995 5.000000e-01 1.109997e-07 0 128 
1620066536.420874 5.000000e-01 1.111100e-07 0 128 
1620066536.482747 5.000000e-01 1.111308e-07 0 128 
1620066536.544606 5.000000e-01 1.111424e-07 0 128 
1620066536.606481 5.000000e-01 1.109837e-07 0 128 
1620066536.668354 5.000000e-01 1.112296e-07 0 128 
1620066537.524744 6.000000e-01 4.009931e-06 256 128 
1620066537.586600 6.000000e-01 4.016668e-06 0 128 
1620066537.648461 6.000000e-01 4.010795e-06 0 128 
1620066537.710337 6.000000e-01 4.015870e-06 0 128 
1620066537.772200 6.000000e-01 4.011255e-06 0 128 
1620066537.834064 6.000000e-01 4.006207e-06 0 128 
1620066537.895932 6.000000e-01 4.013832e-06 0 128 
1620066537.957799 6.000000e-01 4.011557e-06 0 128 
1620066538.019662 6.000000e-01 4.001997e-06 0 128 
1620066538.852282 7.000000e-01 1.108920e-04 256 128 
1620066538.914142 7.000000e-01 1.108365e-04 0 128 
1620066538.976003 7.000000e-01 1.107621e-04 0 128 
1620066539.037865 7.000000e-01 1.107900e-04 0 128 
1620066539.099729 7.000000e-01 1.108793e-04 0 128 
1620066539.161599 7.000000e-01 1.107999e-04 0 128 
1620066539.223461 7.000000e-01 1.109686e-04 0 128 
1620066539.285322 7.000000e-01 1.108803e-04 0 128 
1620066539.347186 7.000000e-01 1.107590e-04 0 128 
1620066539.910413 8.000000e-01 4.241840e-04 256 128 
1620066539.972283 8.000000e-01 4.242155e-04 0 128 
1620066540.034156 8.000000e-01 4.242582e-04 0 128 
1620066540.096025 8.000000e-01 4.242606e-04 0 128 
1620066540.157888 8.000000e-01 4.243247e-04 0 128 
1620066540.219756 8.000000e-01 4.241733e-04 0 128 
1620066540.281625 8.000000e-01 4.243056e-04 0 128 
1620066540.343481 8.000000e-01 4.242401e-04 0 128 
1620066540.405348 8.000000e-01 4.242924e-04 0 128 
1620066540.968557 9.000000e-01 8.209152e-04 256 128 
1620066541.030416 9.000000e-01 8.210618e-04 0 128 
1620066541.092276 9.000000e-01 8.209858e-04 0 128 
1620066541.154131 9.000000e-01 8.207814e-04 0 128 
1620066541.215982 9.000000e-01 8.208287e-04 0 128 
1620066541.277845 9.000000e-01 8.208359e-04 0 128 
1620066541.339703 9.000000e-01 8.209124e-04 0 128 
1620066541.401555 9.000000e-01 8.207381e-04 0 128 
1620066541.463417 9.000000e-01 8.208656e-04 0 128 
1620066542.293037 1.000000e+00 1.243875e-03 256 128 
1620066542.354909 1.000000e+00 1.243699e-03 0 128 
1620066542.416773 1.000000e+00 1.243759e-03 0 128 
1620066542.478636 1.000000e+00 1.243611e-03 0 128 
1620066542.540506 1.000000e+00 1.243703e-03 0 128 
1620066542.602375 1.000000e+00 1.243872e-03 0 128 
1620066542.664253 1.000000e+00 1.243654e-03 0 128 
1620066542.726116 1.000000e+00 1.243897e-03 0 128 
1620066542.787975 1.000000e+00 1.243789e-03 0 128 
1620066543.351202 1.100000e+00 1.668535e-03 256 128 
1620066543.413080 1.100000e+00 1.668328e-03 0 128 
1620066543.474946 1.100000e+00 1.668290e-03 0 128 
1620066543.536815 1.100000e+00 1.668225e-03 0 128 
1620066543.598694 1.100000e+00 1.668170e-03 0 128 
1620066543.660568 1.100000e+00 1.668350e-03 0 128 
1620066543.722445 1.100000e+00 1.668324e-03 0 128 
1620066543.784314 1.100000e+00 1.668224e-03 0 128 
